Source,Target,Source_Clean,Target_Clean,is_inst_self_cite,source_raw_id,target_raw_id,source_id,target_id,edge_key,edge_id,alignment_status,section,sentiment,relevance,confidence,q_ij,scoring_backend,has_llm_score,q_source,shared_authors_count,is_author_self_cite,rho_ij,team_collab_count,shared_institutions_count,rho_extended,delta_t,tau_ij,w_semantic,w_semantic_temporal,w_semantic_relation,w_full_v2,w_extended_v2
https://openalex.org/W4323644227,https://openalex.org/W2168402580,W4323644227,W2168402580,False,https://openalex.org/W4323644227,https://openalex.org/W2168402580,W4323644227,W2168402580,W4323644227->W2168402580,W4323644227->W2168402580,high_confidence,Methodology,0.5,0.7,0.9,0.3674999999999999,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,11,0.3125,0.3674999999999999,0.11484374999999997,0.3674999999999999,0.11484374999999997,0.11484374999999997
https://openalex.org/W4210813858,https://openalex.org/W2533772775,W4210813858,W2533772775,False,https://openalex.org/W4210813858,https://openalex.org/W2533772775,W4210813858,W2533772775,W4210813858->W2533772775,W4210813858->W2533772775,high_confidence,Introduction,0.0,0.3,0.85,0.018,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,6,0.45454545454545453,0.018,0.00818181818181818,0.018,0.00818181818181818,0.00818181818181818
https://openalex.org/W4210813858,https://openalex.org/W2743929098,W4210813858,W2743929098,False,https://openalex.org/W4210813858,https://openalex.org/W2743929098,W4210813858,W2743929098,W4210813858->W2743929098,W4210813858->W2743929098,high_confidence,Introduction,0.0,0.3,0.9,0.018,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,5,0.5,0.018,0.009,0.018,0.009,0.009
https://openalex.org/W4210813858,https://openalex.org/W2910976764,W4210813858,W2910976764,False,https://openalex.org/W4210813858,https://openalex.org/W2910976764,W4210813858,W2910976764,W4210813858->W2910976764,W4210813858->W2910976764,high_confidence,Introduction,0.0,0.4,0.9,0.032,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.032,0.022857142857142857,0.032,0.022857142857142857,0.022857142857142857
https://openalex.org/W4210813858,https://openalex.org/W3084177365,W4210813858,W3084177365,False,https://openalex.org/W4210813858,https://openalex.org/W3084177365,W4210813858,W3084177365,W4210813858->W3084177365,W4210813858->W3084177365,high_confidence,Introduction,0.0,0.3,0.9,0.018,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.018,0.012857142857142857,0.018,0.012857142857142857,0.012857142857142857
https://openalex.org/W3121561769,https://openalex.org/W2974598553,W3121561769,W2974598553,False,https://openalex.org/W3121561769,https://openalex.org/W2974598553,W3121561769,W2974598553,W3121561769->W2974598553,W3121561769->W2974598553,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,1,0.8333333333333334,0.3,0.25,0.3,0.25,0.25
https://openalex.org/W2956647116,https://openalex.org/W2790400697,W2956647116,W2790400697,False,https://openalex.org/W2956647116,https://openalex.org/W2790400697,W2956647116,W2790400697,W2956647116->W2790400697,W2956647116->W2790400697,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,1,0.8333333333333334,0.3,0.25,0.3,0.25,0.25
https://openalex.org/W2982407593,https://openalex.org/W2612128091,W2982407593,W2612128091,False,https://openalex.org/W2982407593,https://openalex.org/W2612128091,W2982407593,W2612128091,W2982407593->W2612128091,W2982407593->W2612128091,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.3,0.21428571428571427,0.3,0.21428571428571427,0.21428571428571427
https://openalex.org/W1516789636,https://openalex.org/W1777686370,W1516789636,W1777686370,True,https://openalex.org/W1516789636,https://openalex.org/W1777686370,W1516789636,W1777686370,W1516789636->W1777686370,W1516789636->W1777686370,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,1,0.5,2,0.7142857142857143,0.3,0.21428571428571427,0.3,0.21428571428571427,0.10714285714285714
https://openalex.org/W3117086259,https://openalex.org/W2910976764,W3117086259,W2910976764,False,https://openalex.org/W3117086259,https://openalex.org/W2910976764,W3117086259,W2910976764,W3117086259->W2910976764,W3117086259->W2910976764,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,0,1.0,0.3,0.3,0.3,0.3,0.3
https://openalex.org/W3117086259,https://openalex.org/W2974598553,W3117086259,W2974598553,False,https://openalex.org/W3117086259,https://openalex.org/W2974598553,W3117086259,W2974598553,W3117086259->W2974598553,W3117086259->W2974598553,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,1,0.8333333333333334,0.3,0.25,0.3,0.25,0.25
https://openalex.org/W4377287661,https://openalex.org/W2018362551,W4377287661,W2018362551,False,https://openalex.org/W4377287661,https://openalex.org/W2018362551,W4377287661,W2018362551,W4377287661->W2018362551,W4377287661->W2018362551,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,8,0.38461538461538464,0.3,0.11538461538461539,0.3,0.11538461538461539,0.11538461538461539
https://openalex.org/W3202764263,https://openalex.org/W2790400697,W3202764263,W2790400697,False,https://openalex.org/W3202764263,https://openalex.org/W2790400697,W3202764263,W2790400697,W3202764263->W2790400697,W3202764263->W2790400697,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.3,0.16666666666666666,0.3,0.16666666666666666,0.16666666666666666
https://openalex.org/W3202764263,https://openalex.org/W2974598553,W3202764263,W2974598553,False,https://openalex.org/W3202764263,https://openalex.org/W2974598553,W3202764263,W2974598553,W3202764263->W2974598553,W3202764263->W2974598553,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,3,0.625,0.3,0.1875,0.3,0.1875,0.1875
https://openalex.org/W4312395603,https://openalex.org/W2743929098,W4312395603,W2743929098,False,https://openalex.org/W4312395603,https://openalex.org/W2743929098,W4312395603,W2743929098,W4312395603->W2743929098,W4312395603->W2743929098,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,5,0.5,0.3,0.15,0.3,0.15,0.15
https://openalex.org/W4312395603,https://openalex.org/W2790400697,W4312395603,W2790400697,False,https://openalex.org/W4312395603,https://openalex.org/W2790400697,W4312395603,W2790400697,W4312395603->W2790400697,W4312395603->W2790400697,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.3,0.16666666666666666,0.3,0.16666666666666666,0.16666666666666666
https://openalex.org/W4312395603,https://openalex.org/W3084177365,W4312395603,W3084177365,False,https://openalex.org/W4312395603,https://openalex.org/W3084177365,W4312395603,W3084177365,W4312395603->W3084177365,W4312395603->W3084177365,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.3,0.21428571428571427,0.3,0.21428571428571427,0.21428571428571427
https://openalex.org/W2509511072,https://openalex.org/W1994174199,W2509511072,W1994174199,False,https://openalex.org/W2509511072,https://openalex.org/W1994174199,W2509511072,W1994174199,W2509511072->W1994174199,W2509511072->W1994174199,high_confidence,Introduction,0.4,0.7,0.9,0.1371999999999999,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.1371999999999999,0.09799999999999993,0.1371999999999999,0.09799999999999993,0.09799999999999993
https://openalex.org/W2509511072,https://openalex.org/W2010653253,W2509511072,W2010653253,True,https://openalex.org/W2509511072,https://openalex.org/W2010653253,W2509511072,W2010653253,W2509511072->W2010653253,W2509511072->W2010653253,high_confidence,Introduction,0.0,0.1,0.9,0.002,deepseek:deepseek-chat,True,target_aligned_llm,1,True,0.5,4,1,0.14285714285714285,3,0.625,0.002,0.00125,0.001,0.000625,0.00017857142857142857
https://openalex.org/W4288391541,https://openalex.org/W3215634159,W4288391541,W3215634159,True,https://openalex.org/W4288391541,https://openalex.org/W3215634159,W4288391541,W3215634159,W4288391541->W3215634159,W4288391541->W3215634159,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,2,True,0.3333333333333333,16,1,0.05,1,0.8333333333333334,0.3,0.25,0.09999999999999999,0.08333333333333333,0.0125
https://openalex.org/W2919782326,https://openalex.org/W2168402580,W2919782326,W2168402580,False,https://openalex.org/W2919782326,https://openalex.org/W2168402580,W2919782326,W2168402580,W2919782326->W2168402580,W2919782326->W2168402580,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,7,0.4166666666666667,0.3,0.125,0.3,0.125,0.125
https://openalex.org/W4210813858,https://openalex.org/W2612128091,W4210813858,W2612128091,False,https://openalex.org/W4210813858,https://openalex.org/W2612128091,W4210813858,W2612128091,W4210813858->W2612128091,W4210813858->W2612128091,high_confidence,Introduction,0.0,0.5,0.9,0.05,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,5,0.5,0.05,0.025,0.05,0.025,0.025
https://openalex.org/W4210813858,https://openalex.org/W2293940046,W4210813858,W2293940046,False,https://openalex.org/W4210813858,https://openalex.org/W2293940046,W4210813858,W2293940046,W4210813858->W2293940046,W4210813858->W2293940046,high_confidence,Methodology,0.3,0.6,0.9,0.2339999999999999,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,7,0.4166666666666667,0.2339999999999999,0.09749999999999996,0.2339999999999999,0.09749999999999996,0.09749999999999996
https://openalex.org/W2508874533,https://openalex.org/W2010653253,W2508874533,W2010653253,False,https://openalex.org/W2508874533,https://openalex.org/W2010653253,W2508874533,W2010653253,W2508874533->W2010653253,W2508874533->W2010653253,grouped,Introduction,0.0,0.4,0.9,0.032,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,3,0.625,0.032,0.02,0.032,0.02,0.02
https://openalex.org/W3123243120,https://openalex.org/W2974598553,W3123243120,W2974598553,True,https://openalex.org/W3123243120,https://openalex.org/W2974598553,W3123243120,W2974598553,W3123243120->W2974598553,W3123243120->W2974598553,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,1,0.5,0,1.0,0.3,0.3,0.3,0.3,0.15
https://openalex.org/W4226305897,https://openalex.org/W2734426755,W4226305897,W2734426755,False,https://openalex.org/W4226305897,https://openalex.org/W2734426755,W4226305897,W2734426755,W4226305897->W2734426755,W4226305897->W2734426755,grouped,Methodology,0.0,0.3,0.7,0.045,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.045,0.025,0.045,0.025,0.025
https://openalex.org/W4226305897,https://openalex.org/W2743929098,W4226305897,W2743929098,False,https://openalex.org/W4226305897,https://openalex.org/W2743929098,W4226305897,W2743929098,W4226305897->W2743929098,W4226305897->W2743929098,high_confidence,Methodology,0.5,0.4,0.8,0.12,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.12,0.06666666666666667,0.12,0.06666666666666667,0.06666666666666667
https://openalex.org/W4226305897,https://openalex.org/W2765365501,W4226305897,W2765365501,False,https://openalex.org/W4226305897,https://openalex.org/W2765365501,W4226305897,W2765365501,W4226305897->W2765365501,W4226305897->W2765365501,grouped,Result,0.3,0.7,0.9,0.3184999999999999,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.3184999999999999,0.1769444444444444,0.3184999999999999,0.1769444444444444,0.1769444444444444
https://openalex.org/W4226305897,https://openalex.org/W2790400697,W4226305897,W2790400697,False,https://openalex.org/W4226305897,https://openalex.org/W2790400697,W4226305897,W2790400697,W4226305897->W2790400697,W4226305897->W2790400697,grouped,Result,0.0,0.4,0.8,0.08,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,3,0.625,0.08,0.05,0.08,0.05,0.05
https://openalex.org/W4226305897,https://openalex.org/W2920282816,W4226305897,W2920282816,False,https://openalex.org/W4226305897,https://openalex.org/W2920282816,W4226305897,W2920282816,W4226305897->W2920282816,W4226305897->W2920282816,grouped,Result,0.2,0.6,0.8,0.216,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.216,0.15428571428571428,0.216,0.15428571428571428,0.15428571428571428
https://openalex.org/W2758203152,https://openalex.org/W2010653253,W2758203152,W2010653253,True,https://openalex.org/W2758203152,https://openalex.org/W2010653253,W2758203152,W2010653253,W2758203152->W2010653253,W2758203152->W2010653253,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,1,True,0.5,8,1,0.09090909090909091,4,0.5555555555555556,0.3,0.16666666666666666,0.15,0.08333333333333333,0.015151515151515152
https://openalex.org/W4323644227,https://openalex.org/W2612128091,W4323644227,W2612128091,False,https://openalex.org/W4323644227,https://openalex.org/W2612128091,W4323644227,W2612128091,W4323644227->W2612128091,W4323644227->W2612128091,high_confidence,Discussion,0.0,0.7,0.9,0.1714999999999999,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,6,0.45454545454545453,0.1714999999999999,0.0779545454545454,0.1714999999999999,0.0779545454545454,0.0779545454545454
https://openalex.org/W3202603574,https://openalex.org/W2974598553,W3202603574,W2974598553,False,https://openalex.org/W3202603574,https://openalex.org/W2974598553,W3202603574,W2974598553,W3202603574->W2974598553,W3202603574->W2974598553,high_confidence,Other,0.0,0.1,0.5,0.001,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.001,0.0007142857142857143,0.001,0.0007142857142857143,0.0007142857142857143
https://openalex.org/W3206864493,https://openalex.org/W2974598553,W3206864493,W2974598553,False,https://openalex.org/W3206864493,https://openalex.org/W2974598553,W3206864493,W2974598553,W3206864493->W2974598553,W3206864493->W2974598553,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.3,0.21428571428571427,0.3,0.21428571428571427,0.21428571428571427
https://openalex.org/W3210061505,https://openalex.org/W2293940046,W3210061505,W2293940046,False,https://openalex.org/W3210061505,https://openalex.org/W2293940046,W3210061505,W2293940046,W3210061505->W2293940046,W3210061505->W2293940046,ambiguous,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,6,0.45454545454545453,0.3,0.13636363636363635,0.3,0.13636363636363635,0.13636363636363635
https://openalex.org/W3210061505,https://openalex.org/W2533772775,W3210061505,W2533772775,True,https://openalex.org/W3210061505,https://openalex.org/W2533772775,W3210061505,W2533772775,W3210061505->W2533772775,W3210061505->W2533772775,ambiguous,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,5,True,0.16666666666666666,35,2,0.023255813953488372,5,0.5,0.3,0.15,0.049999999999999996,0.024999999999999998,0.0034883720930232558
https://openalex.org/W3210061505,https://openalex.org/W2743929098,W3210061505,W2743929098,False,https://openalex.org/W3210061505,https://openalex.org/W2743929098,W3210061505,W2743929098,W3210061505->W2743929098,W3210061505->W2743929098,ambiguous,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.3,0.16666666666666666,0.3,0.16666666666666666,0.16666666666666666
https://openalex.org/W3210061505,https://openalex.org/W2759182208,W3210061505,W2759182208,False,https://openalex.org/W3210061505,https://openalex.org/W2759182208,W3210061505,W2759182208,W3210061505->W2759182208,W3210061505->W2759182208,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.3,0.16666666666666666,0.3,0.16666666666666666,0.16666666666666666
https://openalex.org/W3210061505,https://openalex.org/W2765365501,W3210061505,W2765365501,False,https://openalex.org/W3210061505,https://openalex.org/W2765365501,W3210061505,W2765365501,W3210061505->W2765365501,W3210061505->W2765365501,ambiguous,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.3,0.16666666666666666,0.3,0.16666666666666666,0.16666666666666666
https://openalex.org/W3210061505,https://openalex.org/W2790400697,W3210061505,W2790400697,False,https://openalex.org/W3210061505,https://openalex.org/W2790400697,W3210061505,W2790400697,W3210061505->W2790400697,W3210061505->W2790400697,ambiguous,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,3,0.625,0.3,0.1875,0.3,0.1875,0.1875
https://openalex.org/W3210061505,https://openalex.org/W2920282816,W3210061505,W2920282816,False,https://openalex.org/W3210061505,https://openalex.org/W2920282816,W3210061505,W2920282816,W3210061505->W2920282816,W3210061505->W2920282816,ambiguous,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.3,0.21428571428571427,0.3,0.21428571428571427,0.21428571428571427
https://openalex.org/W4220901737,https://openalex.org/W2765365501,W4220901737,W2765365501,False,https://openalex.org/W4220901737,https://openalex.org/W2765365501,W4220901737,W2765365501,W4220901737->W2765365501,W4220901737->W2765365501,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,5,0.5,0.3,0.15,0.3,0.15,0.15
https://openalex.org/W4220901737,https://openalex.org/W2790400697,W4220901737,W2790400697,False,https://openalex.org/W4220901737,https://openalex.org/W2790400697,W4220901737,W2790400697,W4220901737->W2790400697,W4220901737->W2790400697,ambiguous,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.3,0.16666666666666666,0.3,0.16666666666666666,0.16666666666666666
https://openalex.org/W2289113545,https://openalex.org/W1994174199,W2289113545,W1994174199,False,https://openalex.org/W2289113545,https://openalex.org/W1994174199,W2289113545,W1994174199,W2289113545->W1994174199,W2289113545->W1994174199,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.3,0.21428571428571427,0.3,0.21428571428571427,0.21428571428571427
https://openalex.org/W2919782326,https://openalex.org/W2612128091,W2919782326,W2612128091,False,https://openalex.org/W2919782326,https://openalex.org/W2612128091,W2919782326,W2612128091,W2919782326->W2612128091,W2919782326->W2612128091,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,2,0.7142857142857143,0.3,0.21428571428571427,0.3,0.21428571428571427,0.21428571428571427
https://openalex.org/W4377865288,https://openalex.org/W2910976764,W4377865288,W2910976764,False,https://openalex.org/W4377865288,https://openalex.org/W2910976764,W4377865288,W2910976764,W4377865288->W2910976764,W4377865288->W2910976764,grouped,Introduction,0.5,0.6,0.8,0.108,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,3,0.625,0.108,0.0675,0.108,0.0675,0.0675
https://openalex.org/W4226305897,https://openalex.org/W2293940046,W4226305897,W2293940046,False,https://openalex.org/W4226305897,https://openalex.org/W2293940046,W4226305897,W2293940046,W4226305897->W2293940046,W4226305897->W2293940046,high_confidence,Result,0.0,0.4,0.9,0.08,deepseek:deepseek-chat,True,target_aligned_llm,0,False,1.0,0,0,1.0,6,0.45454545454545453,0.08,0.03636363636363636,0.08,0.03636363636363636,0.03636363636363636
https://openalex.org/W3121615946,https://openalex.org/W2533772775,W3121615946,W2533772775,False,https://openalex.org/W3121615946,https://openalex.org/W2533772775,W3121615946,W2533772775,W3121615946->W2533772775,W3121615946->W2533772775,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,0,1.0,4,0.5555555555555556,0.3,0.16666666666666666,0.3,0.16666666666666666,0.16666666666666666
https://openalex.org/W2514159439,https://openalex.org/W2045522464,W2514159439,W2045522464,False,https://openalex.org/W2514159439,https://openalex.org/W2045522464,W2514159439,W2045522464,W2514159439->W2045522464,W2514159439->W2045522464,failed,Other,0.0,0.0,,0.3,default_unscored,False,default_unscored,0,False,1.0,0,1,0.5,1,0.8333333333333334,0.3,0.25,0.3,0.25,0.125
